timestamp,acceleration.x,acceleration.y,acceleration.z
1.48730397487e+12,-0.06,0.03,0.96
1.487303975365e+12,-0.06,-0.06,0.98
1.487303975863e+12,-0.06,-0.00,1.04
1.487303976359e+12,-0.05,0.05,0.96
1.487303976853e+12,-0.08,-0.06,1.00
1.487303977349e+12,-0.04,-0.07,1.00
1.487303977845e+12,-0.08,0.00,1.05
1.487303978341e+12,-0.05,0.05,0.96
1.487303978837e+12,-0.07,-0.05,0.99
1.487303979333e+12,-0.07,-0.03,1.04
1.48730397983e+12,-0.08,0.02,1.02
1.487303980325e+12,-0.06,0.04,0.96
1.487303980804e+12,-0.06,-0.06,0.99
1.487303981318e+12,-0.08,0.01,1.05
1.487303981797e+12,-0.06,0.05,0.96
1.487303982293e+12,-0.07,-0.06,1.00
1.487303982804e+12,-0.04,-0.06,1.00
1.487303983301e+12,-0.08,-0.00,1.04
1.487303983781e+12,-0.07,0.04,0.98
1.487303984277e+12,-0.08,-0.05,0.99
1.487303984772e+12,-0.08,-0.02,1.04
1.487303985285e+12,-0.08,0.02,1.01
1.487303985764e+12,-0.05,0.04,0.95
1.487303986259e+12,-0.06,-0.07,0.99
1.487303986756e+12,-0.08,0.01,1.05
1.487303987252e+12,-0.06,0.05,0.96
1.487303987749e+12,-0.07,-0.06,0.99
1.487303988246e+12,-0.07,-0.03,1.04
1.487303988741e+12,-0.09,0.02,1.03
1.487303989237e+12,-0.06,0.04,0.96
1.487303989734e+12,-0.07,-0.06,0.99
1.487303990227e+12,-0.07,-0.00,1.04
1.487303990707e+12,-0.06,0.03,0.98
1.487303991205e+12,-0.08,-0.04,0.99
1.4873039917e+12,-0.08,-0.02,1.04
1.487303992199e+12,-0.08,0.02,1.02
1.487303992694e+12,-0.07,0.03,0.95
1.487303993188e+12,-0.06,-0.06,0.98
1.487303993684e+12,-0.07,0.01,1.04
1.487303994181e+12,-0.06,0.04,0.97
1.487303994677e+12,-0.06,-0.05,1.00
1.487303995172e+12,-0.04,-0.07,0.98
1.487303995667e+12,-0.10,0.01,1.01
1.487303996149e+12,-0.06,0.04,0.95
1.487303996643e+12,-0.05,-0.06,0.99
1.487303997139e+12,-0.09,0.02,1.04
1.487303997636e+12,-0.06,0.04,0.98
1.487303998133e+12,-0.06,-0.07,1.00
1.487303998643e+12,-0.05,-0.05,1.01
1.487303999138e+12,-0.06,-0.02,1.04
1.48730399962e+12,-0.09,0.02,0.99
1.487304000116e+12,-0.08,-0.03,0.99
1.487304000628e+12,-0.05,-0.05,1.03
1.487304001124e+12,-0.08,-0.00,1.04
1.487304001603e+12,-0.07,0.03,0.97
1.487304002099e+12,-0.08,-0.05,0.99
1.487304002594e+12,-0.06,-0.02,1.04
1.487304003106e+12,-0.08,0.01,1.02
1.487304003587e+12,-0.06,0.04,0.94
1.487304004083e+12,-0.07,-0.06,0.99
1.487304004579e+12,-0.08,0.00,1.03
1.487304005075e+12,-0.07,0.03,0.97
1.487304005554e+12,-0.06,-0.05,0.99
1.487304006068e+12,-0.08,-0.01,1.04
1.487304006565e+12,-0.09,0.02,1.00
1.487304007042e+12,-0.07,0.01,0.96
1.487304007539e+12,-0.04,-0.06,0.98
1.487304008036e+12,-0.09,0.01,1.04
1.48730400853e+12,-0.06,0.04,0.95
1.487304009025e+12,-0.07,-0.07,0.99
1.487304009523e+12,-0.08,-0.01,1.04
1.487304010017e+12,-0.08,0.02,0.98
1.487304010514e+12,-0.09,-0.05,1.00
1.487304011009e+12,-0.03,-0.06,0.98
1.487304011505e+12,-0.08,0.01,1.01
1.487304011986e+12,-0.06,0.04,0.96
1.487304012483e+12,-0.06,-0.05,0.98
1.48730401298e+12,-0.07,-0.00,1.04
1.487304013474e+12,-0.07,0.04,0.97
1.487304013969e+12,-0.07,-0.04,0.99
1.487304014465e+12,-0.07,-0.03,1.04
1.487304014962e+12,-0.09,0.01,1.00
1.487304015458e+12,-0.06,0.04,0.95
1.487304015937e+12,-0.05,-0.07,0.98
1.487304016449e+12,-0.09,0.01,1.04
1.48730401693e+12,-0.06,0.04,0.96
1.487304017426e+12,-0.05,-0.04,0.99
1.487304017922e+12,-0.08,-0.01,1.04
1.487304018422e+12,-0.09,0.01,1.00
1.487304018915e+12,-0.09,0.01,0.97
1.487304019409e+12,-0.05,-0.07,0.99
1.487304019904e+12,-0.09,0.02,1.02
1.4873040204e+12,-0.07,0.03,0.96
1.487304020881e+12,-0.06,-0.05,0.99
1.48730402133e+12,-0.08,0.00,0.96
1.487304021824e+12,-0.07,0.04,0.96
1.487304022319e+12,-0.06,-0.06,0.99
1.487304022816e+12,-0.08,-0.01,1.04
1.487304023315e+12,-0.09,0.01,0.99
1.487304023808e+12,-0.10,-0.02,1.00
1.487304024304e+12,-0.07,-0.06,0.99
1.4873040248e+12,-0.07,0.00,1.04
1.487304025282e+12,-0.06,0.04,0.95
1.487304025778e+12,-0.06,-0.06,0.98
1.487304026272e+12,-0.08,0.00,1.03
1.487304026767e+12,-0.07,0.04,0.96
1.487304027266e+12,-0.05,-0.07,0.98
1.48730402776e+12,-0.08,-0.01,1.04
1.487304028239e+12,-0.07,0.03,0.98
1.48730402874e+12,-0.09,-0.04,0.99
1.487304029232e+12,-0.06,-0.03,1.04
1.487304029743e+12,-0.09,0.01,1.03
1.487304030223e+12,-0.07,0.05,0.95
1.487304030718e+12,-0.06,-0.06,0.99
1.487304031169e+12,-0.08,0.00,0.96
1.487304031664e+12,-0.07,0.03,0.96
1.487304032143e+12,-0.06,-0.04,0.98
1.487304032654e+12,-0.08,-0.00,1.04
1.487304033135e+12,-0.05,0.04,0.98
1.487304033631e+12,-0.07,-0.04,0.98
1.487304034128e+12,-0.07,-0.02,1.04
1.487304034622e+12,-0.08,0.01,1.00
1.487304035118e+12,-0.07,0.03,0.96
1.487304035615e+12,-0.04,-0.06,0.98
1.48730403611e+12,-0.08,0.00,1.03
1.487304036595e+12,-0.06,0.03,0.94
1.487304037089e+12,-0.04,-0.06,0.97
1.487304037583e+12,-0.08,0.00,1.04
1.48730403808e+12,-0.06,0.04,0.96
1.487304038574e+12,-0.06,-0.06,0.97
1.48730403907e+12,-0.08,0.00,1.04
1.48730403955e+12,-0.06,0.04,0.96
1.487304040049e+12,-0.06,-0.06,0.98
1.487304040542e+12,-0.08,-0.00,1.04
1.487304041037e+12,-0.06,0.04,0.98
1.487304041518e+12,-0.07,-0.04,0.99
1.487304042031e+12,-0.08,-0.02,1.04
1.487304042527e+12,-0.06,0.02,1.00
1.487304043006e+12,-0.09,0.01,0.97
1.487304043502e+12,-0.04,-0.06,0.98
1.487304044e+12,-0.07,0.01,1.03
1.487304044494e+12,-0.06,0.03,0.97
1.487304044989e+12,-0.07,-0.05,0.99
1.487304045485e+12,-0.07,-0.02,1.04
1.487304045983e+12,-0.07,0.03,1.00
1.487304046478e+12,-0.07,0.02,0.96
1.487304046956e+12,-0.04,-0.06,0.98
1.487304047453e+12,-0.08,0.00,1.04
1.487304047949e+12,-0.07,0.03,0.96
1.48730404845e+12,-0.06,-0.06,0.98
1.48730404894e+12,-0.08,0.00,1.04
1.487304049437e+12,-0.06,0.03,0.96
1.487304049916e+12,-0.05,-0.04,0.98
1.487304050414e+12,-0.09,0.00,1.04
1.487304050908e+12,-0.06,0.03,0.96
1.487304051404e+12,-0.05,-0.05,0.98
1.4873040519e+12,-0.09,0.01,1.04
1.487304052398e+12,-0.07,0.03,0.97
1.487304052891e+12,-0.08,-0.06,1.00
1.487304053388e+12,-0.03,-0.06,0.98
1.487304053869e+12,-0.06,0.03,0.99
1.487304054365e+12,-0.10,-0.03,1.00
1.487304054859e+12,-0.04,-0.06,0.97
1.487304055362e+12,-0.08,0.01,1.04
1.487304055851e+12,-0.06,0.05,0.98
1.487304056348e+12,-0.07,-0.07,1.00
1.487304056843e+12,-0.06,-0.06,1.01
1.487304057357e+12,-0.07,-0.02,1.04
1.487304057851e+12,-0.06,0.03,1.01
1.487304058348e+12,-0.06,0.04,0.96
1.487304058828e+12,-0.06,-0.08,0.98
1.487304059323e+12,-0.05,-0.00,1.02
1.487304059819e+12,-0.04,-0.01,0.97
1.487304060315e+12,-0.05,-0.05,0.99
1.487304060812e+12,-0.07,0.06,1.01
1.487304061306e+12,-0.07,0.12,0.96
1.487304061803e+12,-0.10,0.02,1.00
1.487304062299e+12,-0.11,0.03,0.98
1.487304062797e+12,-0.06,0.03,1.00
1.48730406329e+12,-0.12,0.01,1.04
1.48730406377e+12,-0.07,-0.00,0.97
1.487304064282e+12,-0.09,-0.07,1.00
1.487304064764e+12,-0.05,0.05,0.96
1.487304065274e+12,-0.08,-0.10,1.00
1.487304065722e+12,-0.12,0.00,0.95
1.487304066202e+12,-0.03,-0.03,0.98
1.487304066666e+12,-0.05,0.00,1.05
1.487304067162e+12,-0.01,0.14,0.99
1.487304067645e+12,-0.09,0.12,0.97
1.487304068137e+12,-0.06,0.07,0.99
1.487304068634e+12,-0.04,-0.03,0.97
1.48730406913e+12,-0.13,0.06,1.05
1.487304069625e+12,-0.08,0.08,1.04
1.487304070122e+12,-0.07,0.09,1.02
1.487304070617e+12,-0.04,0.06,0.99
1.487304071114e+12,-0.07,0.15,0.97
1.487304071595e+12,-0.17,0.11,0.98
1.487304072089e+12,-0.04,0.09,0.90
1.487304072586e+12,-0.11,0.12,0.97
1.487304073065e+12,0.01,0.12,0.89
1.487304073563e+12,-0.07,0.09,1.02
1.487304074057e+12,-0.01,0.05,0.95
1.487304074552e+12,-0.11,0.11,0.99
1.487304075033e+12,-0.13,0.06,0.97
1.48730407553e+12,-0.07,0.07,0.97
1.487304076026e+12,-0.17,0.07,1.04
1.487304076521e+12,-0.12,0.05,0.85
1.487304077017e+12,-0.17,0.07,1.12
1.487304077513e+12,-0.02,0.13,0.99
1.487304078008e+12,-0.11,0.05,1.02
1.487304078504e+12,-0.07,-0.03,1.11
1.487304079022e+12,-0.14,0.07,1.01
1.487304079515e+12,-0.19,-0.04,1.00
1.487304080009e+12,-0.10,0.06,1.03
1.487304080505e+12,-0.14,-0.14,1.01
1.487304080953e+12,-0.06,0.00,0.99
1.487304081463e+12,-0.10,-0.05,1.02
1.487304081946e+12,-0.06,-0.05,0.91
1.487304082455e+12,-0.13,-0.02,1.01
1.487304082953e+12,-0.16,-0.10,1.05
1.487304083448e+12,-0.06,-0.02,1.04
1.487304083945e+12,-0.08,-0.17,0.97
1.48730408444e+12,-0.08,-0.10,1.05
1.487304084936e+12,-0.18,-0.12,1.00
1.487304085448e+12,-0.10,-0.07,1.00
1.487304085947e+12,-0.06,-0.15,1.02
1.487304086439e+12,-0.12,-0.15,1.00
1.487304086935e+12,-0.12,-0.19,1.04
1.487304087431e+12,-0.04,-0.15,0.98
1.487304087929e+12,-0.12,-0.12,0.99
1.487304088423e+12,-0.12,-0.08,0.99
1.487304088904e+12,-0.14,-0.03,0.99
1.487304089417e+12,-0.10,-0.09,1.04
1.487304089913e+12,-0.13,-0.13,1.03
1.487304090407e+12,-0.12,0.08,1.04
1.487304090905e+12,-0.08,0.03,0.97
1.487304091383e+12,-0.06,-0.02,0.98
1.48730409188e+12,-0.08,0.05,0.93
1.487304092375e+12,-0.10,-0.02,1.02
1.48730409287e+12,-0.07,0.00,0.93
1.487304093366e+12,-0.15,0.06,1.03
1.487304093862e+12,-0.11,-0.04,1.02
1.487304094313e+12,-0.12,0.00,0.97
1.487304094806e+12,-0.04,-0.08,0.98
1.487304095302e+12,-0.10,-0.07,1.01
1.487304095815e+12,-0.14,0.01,1.05
1.487304096295e+12,-0.13,0.01,0.99
1.487304096791e+12,-0.08,0.04,0.97
1.487304097286e+12,-0.06,-0.01,1.02
1.487304097783e+12,-0.06,0.04,0.93
1.487304098279e+12,-0.14,0.05,1.06
1.487304098774e+12,-0.14,-0.01,1.00
1.487304099271e+12,-0.14,0.05,1.02
1.487304099735e+12,-0.07,0.00,1.04
1.48730410023e+12,-0.14,0.04,1.02
1.487304100725e+12,-0.08,-0.02,0.99
1.487304101222e+12,-0.07,0.01,0.95
1.487304101719e+12,-0.14,0.03,1.00
1.487304102166e+12,-0.05,0.00,1.04
1.487304102662e+12,-0.13,0.03,0.99
1.487304103157e+12,-0.14,0.06,1.05
1.487304103654e+12,-0.02,0.05,0.97
1.487304104149e+12,-0.14,0.08,1.01
1.487304104645e+12,-0.12,0.18,0.97
1.487304105144e+12,-0.20,0.10,1.01
1.487304105621e+12,-0.19,0.12,0.99
1.487304106117e+12,-0.17,0.12,0.94
1.487304106613e+12,-0.15,0.04,1.07
1.48730410711e+12,-0.26,0.07,0.95
1.487304107605e+12,-0.14,0.08,1.02
1.487304108101e+12,-0.23,0.10,1.11
1.487304108597e+12,-0.08,0.07,0.89
1.487304109095e+12,-0.19,0.08,1.06
1.487304109589e+12,-0.08,0.08,0.99
1.487304110085e+12,-0.14,0.04,1.04
1.48730411058e+12,0.03,0.02,1.01
1.487304111078e+12,-0.07,0.11,1.05
1.487304111572e+12,-0.05,0.08,0.96
1.487304112069e+12,-0.12,-0.00,1.03
1.487304112549e+12,-0.04,-0.00,0.94
1.487304113065e+12,-0.07,-0.08,1.09
1.48730411354e+12,-0.09,-0.12,0.94
1.487304114052e+12,-0.12,-0.01,1.03
1.487304114547e+12,-0.05,-0.11,0.96
1.487304115046e+12,-0.06,-0.06,1.03
1.48730411554e+12,-0.11,-0.04,0.96
1.487304116035e+12,-0.05,-0.08,1.01
1.487304116531e+12,-0.14,-0.09,1.05
1.487304117029e+12,-0.07,0.01,0.93
1.487304117507e+12,-0.13,0.00,0.96
1.487304118003e+12,-0.12,0.00,0.98
1.487304118484e+12,-0.11,0.02,0.93
1.487304118981e+12,-0.14,-0.01,0.97
1.487304119476e+12,-0.16,-0.05,1.06
1.487304119972e+12,-0.13,-0.01,0.97
1.487304120467e+12,-0.15,-0.12,1.05
1.487304120963e+12,-0.15,-0.01,0.99
1.48730412146e+12,-0.13,-0.05,1.08
1.487304121971e+12,-0.09,-0.04,1.00
1.487304122452e+12,-0.10,-0.03,0.94
1.487304122949e+12,-0.13,-0.05,0.96
1.487304123444e+12,-0.05,-0.12,0.98
1.487304123939e+12,-0.15,-0.01,1.03
1.487304124435e+12,-0.07,-0.06,0.97
1.487304124914e+12,-0.15,-0.01,0.99
1.487304125411e+12,-0.11,0.00,0.97
1.487304125906e+12,-0.12,-0.04,1.05
1.487304126402e+12,-0.12,-0.03,1.00
1.487304126916e+12,-0.12,-0.01,1.07
1.487304127412e+12,-0.15,0.01,1.00
1.487304127906e+12,-0.10,0.02,1.05
1.487304128403e+12,-0.14,0.04,0.99
1.487304128881e+12,-0.14,0.06,0.96
1.48730412938e+12,-0.13,0.11,0.99
1.487304129874e+12,-0.10,0.16,0.97
1.487304130371e+12,-0.11,0.12,1.03
1.487304130865e+12,-0.13,0.06,0.99
1.487304131345e+12,-0.06,0.06,0.94
1.487304131844e+12,-0.09,0.15,1.00
1.487304132338e+12,-0.13,0.12,0.97
1.487304132835e+12,-0.09,0.14,0.95
1.487304133315e+12,-0.07,0.07,0.93
1.487304133828e+12,-0.14,0.04,1.06
1.487304134305e+12,-0.11,0.02,0.94
1.487304134802e+12,-0.06,-0.08,0.96
1.487304135283e+12,-0.10,0.02,0.98
1.487304135778e+12,-0.13,-0.05,0.98
1.487304136273e+12,-0.11,-0.08,0.99
1.48730413677e+12,-0.07,-0.07,1.02
1.487304137265e+12,-0.05,-0.09,0.97
1.487304137761e+12,-0.09,0.02,0.92
1.487304138256e+12,-0.08,-0.09,1.01
1.487304138753e+12,-0.10,-0.04,1.07
1.487304139248e+12,-0.05,0.01,0.99
1.487304139745e+12,-0.04,-0.05,1.00
1.487304140243e+12,-0.06,0.02,1.02
1.487304140737e+12,-0.20,-0.02,1.07
1.487304141234e+12,-0.00,0.03,0.99
1.487304141732e+12,-0.05,0.02,0.97
1.487304142211e+12,-0.12,0.08,0.99
1.487304142704e+12,0.01,0.07,0.99
1.487304143202e+12,-0.16,-0.01,0.98
1.487304143683e+12,-0.09,-0.07,0.98
1.487304144194e+12,-0.07,-0.09,1.08
1.487304144689e+12,-0.12,-0.08,1.05
1.487304145184e+12,-0.12,-0.10,1.03
1.487304145681e+12,-0.09,-0.11,0.96
1.487304146178e+12,-0.11,-0.12,1.00
1.487304146672e+12,-0.18,-0.09,1.01
1.487304147169e+12,-0.10,0.07,0.97
1.487304147665e+12,-0.05,0.01,1.04
1.487304148177e+12,-0.10,0.05,1.03
1.487304148673e+12,-0.10,0.09,1.01
1.487304149153e+12,-0.01,0.02,0.99
1.487304149665e+12,-0.06,0.02,1.05
1.487304150162e+12,0.01,-0.01,1.02
1.487304150655e+12,-0.06,0.08,1.04
1.487304151152e+12,-0.05,0.06,0.98
1.487304151632e+12,-0.08,0.07,0.92
1.487304152131e+12,-0.10,0.08,1.02
1.487304152593e+12,0.00,0.11,1.07
1.487304153087e+12,-0.09,0.05,0.97
1.487304153583e+12,-0.08,-0.01,1.06
1.487304154032e+12,-0.04,0.00,1.00
1.487304154545e+12,-0.19,-0.02,1.02
1.487304155024e+12,-0.20,-0.06,0.98
1.487304155536e+12,-0.14,-0.11,1.04
1.487304156032e+12,-0.14,-0.14,1.02
1.487304156529e+12,-0.04,-0.15,0.95
1.487304157023e+12,-0.11,-0.07,1.03
1.487304157519e+12,-0.05,-0.06,0.99
1.487304158015e+12,-0.13,-0.06,1.06
1.487304158511e+12,-0.06,-0.12,1.01
1.487304159007e+12,-0.07,-0.08,0.91
1.487304159502e+12,-0.13,-0.13,1.02
1.487304159999e+12,-0.08,-0.11,0.99
1.487304160494e+12,-0.08,-0.10,1.00
1.487304161006e+12,-0.06,-0.05,1.02
1.487304161454e+12,-0.08,0.00,0.97
1.487304161935e+12,-0.08,-0.01,0.96
1.487304162431e+12,-0.07,-0.08,0.99
1.487304162928e+12,-0.10,0.02,1.03
1.487304163423e+12,-0.07,0.02,0.98
1.487304163919e+12,-0.10,-0.06,1.01
1.487304164414e+12,-0.03,-0.03,0.98
1.487304164911e+12,-0.09,0.05,1.01
1.48730416541e+12,-0.08,0.01,0.96
1.487304165902e+12,-0.05,-0.04,0.98
1.487304166397e+12,-0.09,0.04,1.03
1.48730416688e+12,-0.06,0.05,0.94
1.487304167374e+12,-0.06,-0.05,0.98
1.48730416787e+12,-0.09,0.02,1.04
1.487304168367e+12,-0.08,0.03,0.98
1.487304168863e+12,-0.11,-0.06,1.00
1.487304169357e+12,-0.05,-0.04,0.99
1.487304169855e+12,-0.10,0.04,1.02
1.487304170349e+12,-0.07,0.04,0.96
1.487304170846e+12,-0.07,-0.04,0.99
1.487304171345e+12,-0.05,0.00,1.02
1.487304171821e+12,-0.07,0.03,0.98
1.487304172316e+12,-0.09,-0.04,0.99
1.487304172815e+12,-0.08,-0.02,1.03
1.487304173309e+12,-0.10,0.03,1.04
1.487304173805e+12,-0.08,0.04,0.96
1.487304174303e+12,-0.08,-0.05,1.00
1.487304174815e+12,-0.05,-0.03,1.01
1.487304175311e+12,-0.09,-0.00,1.03
1.487304175807e+12,-0.08,0.04,1.00
1.487304176286e+12,-0.09,0.00,0.96
1.487304176799e+12,-0.06,-0.03,1.02
1.487304177293e+12,-0.09,0.02,1.05
1.487304177789e+12,-0.09,0.03,0.99
1.487304178287e+12,-0.10,-0.04,1.01
1.487304178782e+12,-0.06,-0.05,0.98
1.487304179278e+12,-0.09,0.01,1.04
1.487304179758e+12,-0.08,0.04,0.98
1.48730418027e+12,-0.08,-0.04,1.01
1.487304180749e+12,-0.06,-0.04,0.98
1.487304181245e+12,-0.10,0.04,1.00
1.487304181742e+12,-0.08,0.04,0.95
1.487304182238e+12,-0.06,-0.05,0.98
1.487304182733e+12,-0.10,0.02,1.02
1.48730418323e+12,-0.09,0.06,0.98
1.487304183723e+12,-0.09,-0.06,1.00
1.48730418422e+12,-0.05,-0.05,0.99
1.487304184716e+12,-0.08,0.03,1.01
1.487304185213e+12,-0.08,0.02,0.95
1.487304185695e+12,-0.06,-0.04,0.98
1.487304186187e+12,-0.09,0.04,1.04
1.487304186683e+12,-0.07,0.03,0.99
1.487304187179e+12,-0.11,-0.03,0.98
1.487304187676e+12,-0.07,0.01,0.97
1.487304188155e+12,-0.11,0.02,0.97
1.487304188652e+12,-0.05,0.01,1.00
1.487304189147e+12,-0.09,0.08,1.04
1.487304189659e+12,-0.09,0.07,1.01
1.487304190155e+12,-0.09,0.15,1.00
1.487304190636e+12,-0.07,0.15,0.99
1.487304191131e+12,-0.01,0.10,0.97
1.487304191627e+12,-0.10,0.09,1.00
1.487304192122e+12,-0.07,0.08,0.99
1.48730419262e+12,-0.11,0.12,1.04
1.487304193114e+12,-0.15,0.11,0.97
1.487304193595e+12,-0.15,0.13,0.96
1.487304194106e+12,-0.14,0.16,1.00
1.487304194602e+12,-0.20,0.08,1.02
1.487304195082e+12,-0.20,0.13,0.92
1.487304195594e+12,-0.18,0.12,1.02
1.487304196093e+12,-0.15,0.06,1.01
1.48730419657e+12,-0.10,0.12,0.98
1.487304197082e+12,-0.10,0.08,1.04
1.487304197563e+12,-0.08,0.10,0.95
1.487304198061e+12,-0.11,0.07,1.00
1.487304198569e+12,-0.08,0.11,1.00
1.487304199067e+12,-0.09,0.05,1.07
1.487304199562e+12,-0.11,0.10,1.01
1.48730420006e+12,-0.10,0.10,0.91
1.487304200537e+12,-0.11,0.08,0.99
1.487304201034e+12,-0.10,0.11,0.96
1.48730420153e+12,-0.07,0.01,1.02
1.487304202026e+12,-0.12,-0.00,1.05
1.487304202521e+12,-0.11,0.10,0.97
1.487304203018e+12,-0.08,0.07,0.93
1.487304203498e+12,-0.12,0.03,0.93
1.487304204012e+12,-0.12,-0.04,1.02
1.487304204489e+12,0.07,0.04,0.90
1.487304204986e+12,0.06,0.06,0.85
1.487304205465e+12,-0.06,-0.03,0.93
1.487304205978e+12,-0.10,-0.03,1.06
1.48730420646e+12,-0.10,-0.04,0.97
1.487304206953e+12,-0.02,-0.08,0.98
1.487304207449e+12,-0.13,-0.10,0.99
1.487304207928e+12,-0.14,-0.00,0.98
1.487304208426e+12,-0.11,-0.01,0.97
1.48730420892e+12,-0.21,-0.05,0.93
1.487304209418e+12,-0.13,-0.11,1.08
1.487304209922e+12,-0.16,-0.05,1.01
1.487304210435e+12,-0.08,-0.15,1.12
1.48730421092e+12,-0.12,-0.17,1.06
1.487304211417e+12,-0.05,-0.17,0.92
1.487304211897e+12,-0.03,-0.16,0.91
1.487304212409e+12,-0.06,-0.18,1.00
1.487304212904e+12,-0.10,-0.12,1.01
1.487304213399e+12,-0.10,-0.11,1.00
1.487304213897e+12,-0.07,-0.23,1.02
1.487304214392e+12,-0.08,-0.16,0.98
1.487304214888e+12,-0.13,-0.13,0.93
1.487304215384e+12,-0.15,-0.17,0.97
1.487304215881e+12,-0.17,-0.13,1.00
1.487304216377e+12,-0.19,-0.03,1.04
1.487304216872e+12,-0.24,-0.11,0.98
1.487304217352e+12,-0.20,-0.07,0.94
1.487304217847e+12,-0.23,-0.02,0.95
1.487304218344e+12,-0.24,-0.02,1.00
1.487304218843e+12,-0.27,-0.01,0.97
1.487304219335e+12,-0.29,0.01,0.98
1.487304219816e+12,-0.34,0.04,0.97
1.487304220313e+12,-0.25,0.03,0.95
1.487304220811e+12,-0.18,0.05,1.00
1.487304221303e+12,-0.16,0.06,1.02
1.4873042218e+12,-0.14,0.10,0.96
1.487304222296e+12,-0.15,0.06,1.06
1.487304222793e+12,-0.12,0.04,1.00
1.487304223287e+12,-0.10,-0.04,0.99
1.487304223783e+12,-0.11,-0.02,1.02
1.48730422428e+12,-0.09,-0.05,0.98
1.487304224777e+12,-0.06,-0.05,1.01
1.487304225271e+12,-0.11,-0.12,0.98
1.487304225767e+12,-0.13,-0.07,1.05
1.487304226279e+12,-0.14,-0.19,1.04
1.48730422676e+12,-0.11,-0.11,0.97
1.487304227254e+12,-0.15,0.01,1.01
1.487304227751e+12,-0.08,0.04,0.99
1.487304228248e+12,-0.16,0.07,0.99
1.487304228761e+12,-0.10,0.09,0.96
1.487304229239e+12,-0.10,0.09,1.01
1.487304229736e+12,-0.12,0.12,1.04
1.487304230231e+12,-0.08,0.13,0.92
1.487304230728e+12,-0.11,0.11,1.03
1.487304231209e+12,-0.09,0.12,0.96
1.48730423172e+12,-0.10,0.10,1.02
1.487304232216e+12,-0.11,0.07,1.01
1.487304232712e+12,-0.07,0.06,1.02
1.487304233208e+12,-0.08,0.12,0.94
1.487304233738e+12,-0.15,0.03,1.02
1.487304234199e+12,-0.14,-0.03,1.04
1.487304234695e+12,-0.11,0.03,1.04
1.487304235194e+12,-0.12,-0.08,0.92
1.487304235687e+12,-0.13,-0.14,0.98
1.487304236183e+12,-0.13,-0.17,0.97
1.487304236663e+12,-0.08,-0.20,0.95
1.48730423716e+12,-0.06,-0.21,0.98
1.487304237654e+12,-0.12,-0.21,1.02
1.487304238151e+12,-0.12,-0.16,1.04
1.487304238663e+12,-0.09,-0.17,1.01
1.487304239161e+12,-0.05,-0.11,0.96
1.487304239642e+12,-0.14,-0.08,0.98
1.48730424015e+12,-0.10,-0.03,1.02
1.487304240645e+12,-0.10,0.03,1.02
1.487304241129e+12,-0.09,0.04,0.99
1.487304241622e+12,-0.09,0.08,1.00
1.487304242118e+12,-0.12,0.08,0.97
1.487304242614e+12,-0.12,0.10,1.01
1.487304243111e+12,-0.09,0.10,0.98
1.487304243606e+12,-0.10,0.09,0.98
1.487304244085e+12,-0.09,0.05,0.96
1.487304244599e+12,-0.09,-0.02,1.01
1.487304245079e+12,-0.13,-0.02,0.96
1.487304245593e+12,-0.12,-0.01,1.03
1.487304246069e+12,-0.10,-0.05,0.97
1.487304246582e+12,-0.15,-0.05,1.05
1.487304247078e+12,-0.11,-0.12,1.01
1.487304247574e+12,-0.07,-0.09,0.96
1.487304248069e+12,-0.14,-0.10,1.00
1.487304248566e+12,-0.13,-0.09,1.04
1.487304249062e+12,-0.13,-0.06,0.98
1.487304249558e+12,-0.08,-0.07,0.97
1.487304250037e+12,-0.09,-0.02,0.96
1.487304250534e+12,-0.13,-0.00,1.04
1.48730425103e+12,-0.10,0.02,0.97
1.487304251529e+12,-0.10,0.15,0.98
1.487304252004e+12,-0.12,0.11,0.98
1.487304252502e+12,-0.06,0.12,0.96
1.487304252997e+12,-0.11,0.08,0.98
1.487304253477e+12,-0.09,0.09,0.98
1.487304253972e+12,-0.10,0.16,0.97
1.487304254469e+12,-0.02,0.16,0.97
1.487304254951e+12,-0.08,0.12,0.99
1.487304255445e+12,-0.11,0.10,1.00
1.487304255956e+12,-0.09,0.12,1.01
1.487304256436e+12,-0.10,0.05,0.97
1.487304256933e+12,-0.11,0.11,1.00
1.487304257445e+12,-0.11,0.05,1.02
1.487304257927e+12,-0.14,0.10,0.94
1.48730425842e+12,-0.11,0.07,0.98
1.487304258917e+12,-0.12,-0.01,0.99
1.487304259412e+12,-0.07,0.03,1.03
1.48730425991e+12,-0.08,0.03,1.01
1.487304260404e+12,-0.08,0.01,0.97
1.487304260901e+12,-0.06,-0.06,1.00
1.487304261348e+12,-0.12,0.00,1.00
1.487304261862e+12,-0.10,-0.06,1.04
1.487304262339e+12,-0.13,-0.09,0.97
1.487304262853e+12,-0.09,-0.03,1.02
1.487304263349e+12,-0.10,-0.02,1.00
1.487304263844e+12,-0.14,-0.14,1.02
1.487304264356e+12,-0.11,-0.09,1.04
1.487304264852e+12,-0.15,-0.17,1.01
1.487304265347e+12,-0.09,-0.17,0.94
1.487304265829e+12,-0.09,-0.19,0.99
1.487304266339e+12,-0.11,-0.13,1.03
1.487304266819e+12,-0.10,-0.06,0.97
1.487304267316e+12,-0.09,-0.06,0.97
1.487304267812e+12,-0.13,-0.01,1.01
1.487304268309e+12,-0.07,-0.02,0.98
